File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,600,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
1,2021/02/03 17:00:00,22.47,18.4,-2.74,
2,2021/02/03 17:10:00,22.43,18.4,-2.78,
3,2021/02/03 17:20:00,22.46,18.4,-2.75,
4,2021/02/03 17:30:00,22.41,18.4,-2.79,
5,2021/02/03 17:40:00,22.43,18.6,-2.63,
6,2021/02/03 17:50:00,22.43,18.5,-2.70,
7,2021/02/03 18:00:00,22.44,18.5,-2.69,
8,2021/02/03 18:10:00,22.47,18.5,-2.67,
9,2021/02/03 18:20:00,22.51,18.5,-2.64,
10,2021/02/03 18:30:00,22.51,18.5,-2.64,
11,2021/02/03 18:40:00,22.54,18.5,-2.61,
12,2021/02/03 18:50:00,22.53,18.5,-2.62,
13,2021/02/03 19:00:00,22.50,18.5,-2.65,
14,2021/02/03 19:10:00,22.51,18.6,-2.56,
15,2021/02/03 19:20:00,22.50,18.6,-2.57,
16,2021/02/03 19:30:00,22.47,18.6,-2.60,
17,2021/02/03 19:40:00,22.46,18.7,-2.53,
18,2021/02/03 19:50:00,22.47,18.6,-2.60,
19,2021/02/03 20:00:00,22.47,18.7,-2.52,
20,2021/02/03 20:10:00,22.49,18.7,-2.51,
21,2021/02/03 20:20:00,22.49,18.7,-2.51,
22,2021/02/03 20:30:00,22.51,18.6,-2.56,
23,2021/02/03 20:40:00,22.51,18.7,-2.49,
24,2021/02/03 20:50:00,22.51,18.7,-2.49,
25,2021/02/03 21:00:00,22.49,18.9,-2.37,
26,2021/02/03 21:10:00,22.44,18.9,-2.41,
27,2021/02/03 21:20:00,22.47,19.1,-2.24,
28,2021/02/03 21:30:00,22.53,19.1,-2.19,
29,2021/02/03 21:40:00,22.57,19.1,-2.16,
30,2021/02/03 21:50:00,22.53,19.2,-2.12,
31,2021/02/03 22:00:00,22.53,19.2,-2.12,
32,2021/02/03 22:10:00,22.51,19.2,-2.13,
33,2021/02/03 22:20:00,22.54,19.2,-2.11,
34,2021/02/03 22:30:00,22.51,19.3,-2.06,
35,2021/02/03 22:40:00,22.49,19.4,-2.01,
36,2021/02/03 22:50:00,22.50,19.5,-1.93,
37,2021/02/03 23:00:00,22.53,19.5,-1.91,
38,2021/02/03 23:10:00,22.56,19.6,-1.81,
39,2021/02/03 23:20:00,22.56,19.6,-1.81,
40,2021/02/03 23:30:00,22.59,19.6,-1.79,
41,2021/02/03 23:40:00,22.59,19.6,-1.79,
42,2021/02/03 23:50:00,22.60,19.6,-1.78,
43,2021/02/04 00:00:00,22.64,19.6,-1.75,
44,2021/02/04 00:10:00,22.74,19.6,-1.67,
45,2021/02/04 00:20:00,22.78,19.6,-1.63,
46,2021/02/04 00:30:00,22.66,19.7,-1.66,
47,2021/02/04 00:40:00,22.49,19.8,-1.73,
48,2021/02/04 00:50:00,22.35,19.9,-1.78,
49,2021/02/04 01:00:00,22.29,20.0,-1.76,
50,2021/02/04 01:10:00,22.30,19.9,-1.82,
51,2021/02/04 01:20:00,22.35,19.9,-1.78,
52,2021/02/04 01:30:00,22.39,19.9,-1.75,
53,2021/02/04 01:40:00,22.39,19.8,-1.82,
54,2021/02/04 01:50:00,22.35,19.9,-1.78,
55,2021/02/04 02:00:00,22.33,19.8,-1.87,
56,2021/02/04 02:10:00,22.32,19.8,-1.88,
57,2021/02/04 02:20:00,22.30,19.8,-1.89,
58,2021/02/04 02:30:00,22.30,19.8,-1.89,
59,2021/02/04 02:40:00,22.32,19.8,-1.88,
60,2021/02/04 02:50:00,22.32,19.7,-1.94,
61,2021/02/04 03:00:00,22.35,19.7,-1.92,
62,2021/02/04 03:10:00,22.38,19.7,-1.89,
63,2021/02/04 03:20:00,22.38,19.6,-1.96,
64,2021/02/04 03:30:00,22.36,19.6,-1.98,
65,2021/02/04 03:40:00,22.36,19.6,-1.98,
66,2021/02/04 03:50:00,22.38,19.6,-1.96,
67,2021/02/04 04:00:00,22.35,19.6,-1.99,
68,2021/02/04 04:10:00,22.35,19.6,-1.99,
69,2021/02/04 04:20:00,22.36,19.5,-2.05,
70,2021/02/04 04:30:00,22.38,19.6,-1.96,
71,2021/02/04 04:40:00,22.39,19.6,-1.96,
72,2021/02/04 04:50:00,22.36,19.7,-1.91,
73,2021/02/04 05:00:00,22.30,19.6,-2.03,
74,2021/02/04 05:10:00,22.32,19.7,-1.94,
75,2021/02/04 05:20:00,22.30,19.8,-1.89,
76,2021/02/04 05:30:00,22.28,19.8,-1.91,
77,2021/02/04 05:40:00,22.30,19.9,-1.82,
78,2021/02/04 05:50:00,22.36,19.9,-1.77,
79,2021/02/04 06:00:00,22.38,19.9,-1.76,
80,2021/02/04 06:10:00,22.39,19.9,-1.75,
81,2021/02/04 06:20:00,22.41,19.9,-1.73,
82,2021/02/04 06:30:00,22.41,20.0,-1.66,
83,2021/02/04 06:40:00,22.41,20.0,-1.66,
84,2021/02/04 06:50:00,22.38,20.0,-1.69,
85,2021/02/04 07:00:00,22.40,20.0,-1.67,
86,2021/02/04 07:10:00,22.39,20.0,-1.68,
87,2021/02/04 07:20:00,22.41,20.0,-1.66,
88,2021/02/04 07:30:00,22.43,19.9,-1.72,
89,2021/02/04 07:40:00,22.44,20.0,-1.64,
90,2021/02/04 07:50:00,22.46,19.9,-1.69,
91,2021/02/04 08:00:00,22.46,20.0,-1.62,
92,2021/02/04 08:10:00,22.46,19.9,-1.69,
93,2021/02/04 08:20:00,22.46,19.9,-1.69,
94,2021/02/04 08:30:00,22.51,19.9,-1.65,
95,2021/02/04 08:40:00,22.56,19.8,-1.68,
96,2021/02/04 08:50:00,22.63,19.7,-1.69,
97,2021/02/04 09:00:00,22.63,19.7,-1.69,
98,2021/02/04 09:10:00,22.64,19.7,-1.68,
99,2021/02/04 09:20:00,22.63,19.7,-1.69,
100,2021/02/04 09:30:00,22.60,19.6,-1.78,
101,2021/02/04 09:40:00,22.57,19.6,-1.81,
102,2021/02/04 09:50:00,22.49,19.6,-1.87,
103,2021/02/04 10:00:00,22.44,19.6,-1.91,
104,2021/02/04 10:10:00,22.46,19.6,-1.90,
105,2021/02/04 10:20:00,22.43,19.5,-1.99,
106,2021/02/04 10:30:00,22.46,19.5,-1.97,
107,2021/02/04 10:40:00,22.68,19.4,-1.85,
108,2021/02/04 10:50:00,23.02,19.1,-1.79,
109,2021/02/04 11:00:00,23.18,18.9,-1.80,
110,2021/02/04 11:10:00,23.07,18.7,-2.03,
111,2021/02/04 11:20:00,22.95,18.7,-2.13,
112,2021/02/04 11:30:00,22.83,18.7,-2.23,
113,2021/02/04 11:40:00,22.74,18.8,-2.23,
114,2021/02/04 11:50:00,22.63,18.7,-2.39,
115,2021/02/04 12:00:00,22.63,18.7,-2.39,
116,2021/02/04 12:10:00,22.60,18.7,-2.42,
117,2021/02/04 12:20:00,22.54,18.6,-2.54,
118,2021/02/04 12:30:00,22.47,18.6,-2.60,
119,2021/02/04 12:40:00,22.39,18.6,-2.66,
120,2021/02/04 12:50:00,22.35,18.6,-2.70,
121,2021/02/04 13:00:00,22.30,18.6,-2.74,
122,2021/02/04 13:10:00,22.33,18.6,-2.71,
123,2021/02/04 13:20:00,22.32,18.5,-2.79,
124,2021/02/04 13:30:00,22.38,18.5,-2.74,
125,2021/02/04 13:40:00,22.41,18.4,-2.79,
126,2021/02/04 13:50:00,22.44,18.4,-2.77,
127,2021/02/04 14:00:00,22.49,18.2,-2.87,
128,2021/02/04 14:10:00,22.47,18.3,-2.82,
129,2021/02/04 14:20:00,22.50,18.2,-2.87,
130,2021/02/04 14:30:00,22.51,18.1,-2.93,
131,2021/02/04 14:40:00,22.56,18.3,-2.74,
132,2021/02/04 14:50:00,22.54,18.1,-2.91,
133,2021/02/04 15:00:00,22.54,18.1,-2.91,
134,2021/02/04 15:10:00,22.54,18.1,-2.91,
135,2021/02/04 15:20:00,22.56,17.9,-3.04,
136,2021/02/04 15:30:00,22.57,17.9,-3.03,
137,2021/02/04 15:40:00,22.57,17.9,-3.03,
138,2021/02/04 15:50:00,22.57,17.8,-3.11,
139,2021/02/04 16:00:00,22.56,17.8,-3.12,
140,2021/02/04 16:10:00,22.54,17.7,-3.21,
141,2021/02/04 16:20:00,22.54,17.7,-3.21,
142,2021/02/04 16:30:00,22.50,17.7,-3.24,
143,2021/02/04 16:40:00,22.49,17.7,-3.25,
144,2021/02/04 16:50:00,22.50,17.7,-3.24,
145,2021/02/04 17:00:00,22.47,17.7,-3.27,
146,2021/02/04 17:10:00,22.46,17.6,-3.35,
147,2021/02/04 17:20:00,22.44,17.6,-3.37,
148,2021/02/04 17:30:00,22.40,17.5,-3.48,
149,2021/02/04 17:40:00,22.43,17.5,-3.45,
150,2021/02/04 17:50:00,22.43,17.5,-3.45,
151,2021/02/04 18:00:00,22.40,17.4,-3.55,
152,2021/02/04 18:10:00,22.41,17.4,-3.54,
153,2021/02/04 18:20:00,22.47,17.4,-3.49,
154,2021/02/04 18:30:00,22.47,17.4,-3.49,
155,2021/02/04 18:40:00,22.47,17.4,-3.49,
156,2021/02/04 18:50:00,22.47,17.4,-3.49,
157,2021/02/04 19:00:00,22.43,17.4,-3.53,
158,2021/02/04 19:10:00,22.40,17.4,-3.55,
159,2021/02/04 19:20:00,22.40,17.3,-3.63,
160,2021/02/04 19:30:00,22.40,17.3,-3.63,
161,2021/02/04 19:40:00,22.35,17.2,-3.75,
162,2021/02/04 19:50:00,22.33,17.2,-3.76,
163,2021/02/04 20:00:00,22.29,17.2,-3.79,
164,2021/02/04 20:10:00,22.26,17.2,-3.82,
165,2021/02/04 20:20:00,22.30,17.2,-3.79,
166,2021/02/04 20:30:00,22.28,17.3,-3.73,
167,2021/02/04 20:40:00,22.32,17.3,-3.69,
168,2021/02/04 20:50:00,22.32,17.3,-3.69,
169,2021/02/04 21:00:00,22.33,17.3,-3.69,
170,2021/02/04 21:10:00,22.29,17.3,-3.72,
171,2021/02/04 21:20:00,22.30,17.4,-3.63,
172,2021/02/04 21:30:00,22.33,17.4,-3.61,
173,2021/02/04 21:40:00,22.28,17.3,-3.73,
174,2021/02/04 21:50:00,22.25,17.3,-3.75,
175,2021/02/04 22:00:00,22.22,17.4,-3.70,
176,2021/02/04 22:10:00,22.22,17.3,-3.77,
177,2021/02/04 22:20:00,22.21,17.4,-3.71,
178,2021/02/04 22:30:00,22.21,17.4,-3.71,
179,2021/02/04 22:40:00,22.26,17.3,-3.74,
180,2021/02/04 22:50:00,22.28,17.3,-3.73,
181,2021/02/04 23:00:00,22.29,17.3,-3.72,
182,2021/02/04 23:10:00,22.28,17.2,-3.80,
183,2021/02/04 23:20:00,22.23,17.3,-3.77,
184,2021/02/04 23:30:00,22.18,17.3,-3.81,
185,2021/02/04 23:40:00,22.18,17.3,-3.81,
186,2021/02/04 23:50:00,22.18,17.3,-3.81,
187,2021/02/05 00:00:00,22.21,17.3,-3.78,
188,2021/02/05 00:10:00,22.43,17.3,-3.60,
189,2021/02/05 00:20:00,22.73,17.2,-3.44,
190,2021/02/05 00:30:00,22.90,17.0,-3.46,
191,2021/02/05 00:40:00,22.71,16.9,-3.69,
192,2021/02/05 00:50:00,22.44,17.1,-3.75,
193,2021/02/05 01:00:00,22.28,17.2,-3.80,
194,2021/02/05 01:10:00,22.15,17.3,-3.83,
195,2021/02/05 01:20:00,22.22,17.2,-3.85,
196,2021/02/05 01:30:00,22.30,17.2,-3.79,
197,2021/02/05 01:40:00,22.36,17.1,-3.82,
198,2021/02/05 01:50:00,22.44,17.1,-3.75,
199,2021/02/05 02:00:00,22.43,17.0,-3.84,
200,2021/02/05 02:10:00,22.46,17.0,-3.81,
201,2021/02/05 02:20:00,22.40,17.0,-3.86,
202,2021/02/05 02:30:00,22.40,17.1,-3.78,
203,2021/02/05 02:40:00,22.38,17.1,-3.80,
204,2021/02/05 02:50:00,22.39,17.0,-3.87,
205,2021/02/05 03:00:00,22.41,17.0,-3.85,
206,2021/02/05 03:10:00,22.39,16.9,-3.95,
207,2021/02/05 03:20:00,22.39,16.9,-3.95,
208,2021/02/05 03:30:00,22.33,17.0,-3.92,
209,2021/02/05 03:40:00,22.29,17.0,-3.95,
210,2021/02/05 03:50:00,22.32,16.9,-4.01,
211,2021/02/05 04:00:00,22.29,16.9,-4.03,
212,2021/02/05 04:10:00,22.28,16.9,-4.04,
213,2021/02/05 04:20:00,22.26,16.9,-4.05,
214,2021/02/05 04:30:00,22.28,16.9,-4.04,
215,2021/02/05 04:40:00,22.26,16.9,-4.05,
216,2021/02/05 04:50:00,22.22,16.8,-4.17,
217,2021/02/05 05:00:00,22.22,16.8,-4.17,
218,2021/02/05 05:10:00,22.23,16.8,-4.16,
219,2021/02/05 05:20:00,22.26,16.8,-4.13,
220,2021/02/05 05:30:00,22.28,16.7,-4.20,
221,2021/02/05 05:40:00,22.29,16.6,-4.27,
222,2021/02/05 05:50:00,22.29,16.6,-4.27,
223,2021/02/05 06:00:00,22.29,16.6,-4.27,
224,2021/02/05 06:10:00,22.26,16.5,-4.37,
225,2021/02/05 06:20:00,22.26,16.4,-4.45,
226,2021/02/05 06:30:00,22.26,16.4,-4.45,
227,2021/02/05 06:40:00,22.26,16.4,-4.45,
228,2021/02/05 06:50:00,22.32,16.4,-4.41,
229,2021/02/05 07:00:00,22.35,16.3,-4.46,
230,2021/02/05 07:10:00,22.38,16.3,-4.44,
231,2021/02/05 07:20:00,22.40,16.2,-4.50,
232,2021/02/05 07:30:00,22.41,16.1,-4.58,
233,2021/02/05 07:40:00,22.43,16.1,-4.56,
234,2021/02/05 07:50:00,22.33,16.1,-4.64,
235,2021/02/05 08:00:00,22.33,16.0,-4.73,
236,2021/02/05 08:10:00,22.30,16.0,-4.75,
237,2021/02/05 08:20:00,22.29,16.0,-4.76,
238,2021/02/05 08:30:00,22.29,16.0,-4.76,
239,2021/02/05 08:40:00,22.29,16.0,-4.76,
240,2021/02/05 08:50:00,22.28,16.1,-4.68,
241,2021/02/05 09:00:00,22.30,16.1,-4.67,
242,2021/02/05 09:10:00,22.28,16.1,-4.68,
243,2021/02/05 09:20:00,22.30,16.1,-4.67,
244,2021/02/05 09:30:00,22.29,16.2,-4.59,
245,2021/02/05 09:40:00,22.32,16.1,-4.65,
246,2021/02/05 09:50:00,22.30,16.2,-4.58,
247,2021/02/05 10:00:00,22.29,16.2,-4.59,
248,2021/02/05 10:10:00,22.28,16.2,-4.60,
