File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
1,2021/05/04 12:45:02,23.09,38.0,8.00,
2,2021/05/04 13:00:02,22.39,24.5,1.11,
3,2021/05/04 13:15:02,22.09,24.7,0.97,
4,2021/05/04 13:30:02,22.02,25.0,1.08,
5,2021/05/04 13:45:02,22.01,25.0,1.07,
6,2021/05/04 14:00:02,21.98,24.8,0.93,
7,2021/05/04 14:15:02,22.01,24.8,0.96,
8,2021/05/04 14:30:02,21.98,24.9,0.99,
9,2021/05/04 14:45:02,21.95,24.9,0.96,
10,2021/05/04 15:00:02,21.95,25.1,1.07,
11,2021/05/04 15:15:02,22.22,25.7,1.63,
12,2021/05/04 15:30:02,20.44,27.9,1.26,
13,2021/05/04 15:45:02,20.16,29.2,1.65,
14,2021/05/04 16:00:02,20.04,29.0,1.45,
15,2021/05/04 16:15:02,20.23,28.5,1.37,
16,2021/05/04 16:30:02,20.24,28.5,1.38,
17,2021/05/04 16:45:02,20.36,28.5,1.49,
18,2021/05/04 17:00:02,20.43,28.8,1.69,
19,2021/05/04 17:15:02,20.23,29.1,1.67,
20,2021/05/04 17:30:02,20.22,29.2,1.70,
21,2021/05/04 17:45:02,20.24,29.6,1.91,
22,2021/05/04 18:00:02,20.18,29.8,1.95,
23,2021/05/04 18:15:02,19.82,30.6,2.01,
24,2021/05/04 18:30:02,20.23,30.3,2.23,
25,2021/05/04 18:45:02,19.92,31.2,2.37,
26,2021/05/04 19:00:02,20.18,31.2,2.60,
27,2021/05/04 19:15:02,20.20,31.6,2.80,
28,2021/05/04 19:30:02,20.24,32.0,3.01,
29,2021/05/04 19:45:02,19.93,33.1,3.21,
30,2021/05/04 20:00:02,20.16,33.1,3.42,
31,2021/05/04 20:15:02,20.27,33.3,3.60,
32,2021/05/04 20:30:02,20.29,33.7,3.79,
33,2021/05/04 20:45:02,20.29,34.1,3.95,
34,2021/05/04 21:00:02,20.75,33.6,4.15,
35,2021/05/04 21:15:02,20.08,34.9,4.10,
36,2021/05/04 21:30:02,20.11,35.0,4.17,
37,2021/05/04 21:45:02,20.08,35.1,4.18,
38,2021/05/04 22:00:02,20.19,34.9,4.20,
39,2021/05/04 22:15:02,20.01,35.0,4.08,
40,2021/05/04 22:30:02,20.09,34.7,4.03,
41,2021/05/04 22:45:02,19.98,34.9,4.01,
42,2021/05/04 23:00:02,20.15,34.5,4.00,
43,2021/05/04 23:15:02,20.27,34.3,4.02,
44,2021/05/04 23:30:02,20.29,34.1,3.95,
45,2021/05/04 23:45:02,20.26,34.1,3.93,
46,2021/05/05 00:00:02,20.33,34.0,3.95,
47,2021/05/05 00:15:02,20.30,34.1,3.96,
48,2021/05/05 00:30:02,20.33,33.9,3.91,
49,2021/05/05 00:45:02,20.26,34.0,3.89,
50,2021/05/05 01:00:02,20.36,33.8,3.89,
51,2021/05/05 01:15:02,20.24,34.0,3.87,
52,2021/05/05 01:30:02,20.45,33.6,3.88,
53,2021/05/05 01:45:02,20.23,34.0,3.86,
54,2021/05/05 02:00:02,20.22,33.9,3.81,
55,2021/05/05 02:15:02,20.34,33.7,3.83,
56,2021/05/05 02:30:02,20.26,33.9,3.84,
57,2021/05/05 02:45:02,20.23,33.9,3.82,
58,2021/05/05 03:00:02,20.20,33.9,3.79,
59,2021/05/05 03:15:02,20.37,33.6,3.81,
60,2021/05/05 03:30:02,20.34,33.8,3.87,
61,2021/05/05 03:45:02,20.44,33.6,3.88,
62,2021/05/05 04:00:02,20.40,33.6,3.84,
63,2021/05/05 04:15:02,20.40,33.7,3.88,
64,2021/05/05 04:30:02,20.40,33.7,3.88,
65,2021/05/05 04:45:02,21.15,32.2,3.89,
66,2021/05/05 05:00:02,20.20,34.4,4.00,
67,2021/05/05 05:15:02,20.13,34.5,3.98,
68,2021/05/05 05:30:02,20.29,34.2,4.00,
69,2021/05/05 05:45:02,20.30,34.2,4.00,
70,2021/05/05 06:00:02,19.95,34.9,3.98,
71,2021/05/05 06:15:02,19.98,35.1,4.09,
72,2021/05/05 06:30:02,19.93,35.2,4.09,
73,2021/05/05 06:45:02,19.75,35.8,4.17,
74,2021/05/05 07:00:02,20.02,35.3,4.21,
75,2021/05/05 07:15:02,19.92,35.7,4.28,
76,2021/05/05 07:30:02,20.02,35.7,4.37,
77,2021/05/05 07:45:02,19.93,36.0,4.41,
78,2021/05/05 08:00:02,20.13,35.8,4.51,
79,2021/05/05 08:15:02,20.37,35.6,4.64,
80,2021/05/05 08:30:02,20.24,35.8,4.61,
81,2021/05/05 08:45:02,20.23,36.0,4.68,
82,2021/05/05 09:00:02,20.27,36.1,4.75,
83,2021/05/05 09:15:02,20.12,36.5,4.78,
84,2021/05/05 09:30:02,20.37,36.2,4.88,
85,2021/05/05 09:45:02,20.33,37.0,5.16,
86,2021/05/05 10:00:02,20.13,38.2,5.44,
87,2021/05/05 10:15:02,20.20,38.7,5.69,
88,2021/05/05 10:30:02,20.26,39.0,5.85,
89,2021/05/05 10:45:02,20.20,39.4,5.95,
90,2021/05/05 11:00:02,20.24,39.8,6.13,
91,2021/05/05 11:15:02,20.02,40.8,6.29,
92,2021/05/05 11:30:02,19.96,41.2,6.38,
93,2021/05/05 11:45:02,20.11,41.5,6.62,
94,2021/05/05 12:00:02,20.26,41.2,6.65,
95,2021/05/05 12:15:02,20.27,41.3,6.70,
96,2021/05/05 12:30:02,20.34,41.4,6.79,
97,2021/05/05 12:45:02,20.41,42.0,7.07,
98,2021/05/05 13:00:02,20.98,38.2,6.20,
99,2021/05/05 13:15:02,20.55,41.1,6.88,
100,2021/05/05 13:30:02,20.50,41.6,7.01,
101,2021/05/05 13:45:02,20.67,41.6,7.16,
102,2021/05/05 14:00:02,20.40,42.3,7.16,
103,2021/05/05 14:15:02,20.45,42.6,7.31,
104,2021/05/05 14:30:02,20.44,42.2,7.16,
105,2021/05/05 14:45:02,20.54,42.1,7.22,
106,2021/05/05 15:00:02,20.54,42.4,7.32,
107,2021/05/05 15:15:02,20.45,42.5,7.28,
108,2021/05/05 15:30:02,20.32,42.5,7.16,
109,2021/05/05 15:45:02,20.39,42.4,7.19,
110,2021/05/05 16:00:02,20.33,42.4,7.13,
111,2021/05/05 16:15:02,20.39,42.9,7.36,
112,2021/05/05 16:30:02,20.37,42.5,7.20,
113,2021/05/05 16:45:02,20.54,42.6,7.39,
114,2021/05/05 17:00:02,20.68,42.8,7.59,
115,2021/05/05 17:15:02,20.84,42.3,7.56,
116,2021/05/05 17:30:02,20.71,42.2,7.41,
117,2021/05/05 17:45:02,20.82,42.3,7.54,
118,2021/05/05 18:00:02,20.55,42.6,7.40,
119,2021/05/05 18:15:02,20.44,41.8,7.02,
120,2021/05/05 18:30:02,20.54,42.0,7.18,
121,2021/05/05 18:45:02,20.74,42.0,7.36,
122,2021/05/05 19:00:02,20.85,41.2,7.18,
123,2021/05/05 19:15:02,21.27,40.6,7.34,
124,2021/05/05 19:30:02,21.16,40.1,7.06,
125,2021/05/05 19:45:02,21.05,40.5,7.11,
126,2021/05/05 20:00:02,21.16,41.2,7.46,
127,2021/05/05 20:15:02,21.12,40.9,7.32,
128,2021/05/05 20:30:02,21.25,40.4,7.25,
129,2021/05/05 20:45:02,21.73,37.2,6.48,
130,2021/05/05 21:00:02,21.34,41.0,7.55,
131,2021/05/05 21:15:02,21.86,40.1,7.69,
132,2021/05/05 21:30:02,21.37,40.0,7.22,
133,2021/05/05 21:45:02,21.02,41.0,7.26,
134,2021/05/05 22:00:02,20.81,41.5,7.25,
135,2021/05/05 22:15:02,20.78,41.5,7.22,
136,2021/05/05 22:30:02,20.75,41.5,7.20,
137,2021/05/05 22:45:02,20.71,41.5,7.16,
138,2021/05/05 23:00:02,20.70,41.6,7.19,
139,2021/05/05 23:15:02,20.68,41.7,7.21,
140,2021/05/05 23:30:02,20.71,41.8,7.27,
141,2021/05/05 23:45:02,20.73,41.6,7.21,
142,2021/05/06 00:00:02,20.75,41.5,7.20,
143,2021/05/06 00:15:02,20.81,41.4,7.22,
144,2021/05/06 00:30:02,20.82,41.4,7.22,
145,2021/05/06 00:45:02,20.85,41.2,7.18,
146,2021/05/06 01:00:02,20.89,41.2,7.22,
147,2021/05/06 01:15:02,20.89,41.1,7.18,
148,2021/05/06 01:30:02,20.84,41.0,7.10,
149,2021/05/06 01:45:02,20.79,41.0,7.06,
150,2021/05/06 02:00:02,20.79,41.0,7.06,
151,2021/05/06 02:15:02,20.77,41.0,7.04,
152,2021/05/06 02:30:02,20.95,41.3,7.31,
153,2021/05/06 02:45:02,20.98,40.9,7.19,
154,2021/05/06 03:00:02,20.95,41.1,7.24,
155,2021/05/06 03:15:02,20.96,41.5,7.39,
156,2021/05/06 03:30:02,21.02,41.4,7.41,
157,2021/05/06 03:45:02,21.13,41.2,7.43,
158,2021/05/06 04:00:02,21.13,41.1,7.40,
159,2021/05/06 04:15:02,21.20,41.1,7.46,
160,2021/05/06 04:30:02,21.22,40.9,7.41,
161,2021/05/06 04:45:02,21.19,40.8,7.34,
162,2021/05/06 05:00:02,21.34,40.0,7.19,
163,2021/05/06 05:15:02,21.16,40.0,7.03,
164,2021/05/06 05:30:02,20.99,40.1,6.91,
165,2021/05/06 05:45:02,20.87,39.8,6.70,
166,2021/05/06 06:00:02,20.68,40.0,6.60,
167,2021/05/06 06:15:02,20.63,40.5,6.73,
168,2021/05/06 06:30:02,20.84,40.2,6.81,
169,2021/05/06 06:45:02,20.74,40.0,6.65,
170,2021/05/06 07:00:02,20.64,40.3,6.67,
171,2021/05/06 07:15:02,20.67,40.8,6.88,
172,2021/05/06 07:30:02,20.68,40.4,6.74,
173,2021/05/06 07:45:02,20.60,40.1,6.56,
174,2021/05/06 08:00:02,20.43,40.2,6.45,
175,2021/05/06 08:15:02,20.41,40.2,6.43,
176,2021/05/06 08:30:02,20.41,40.3,6.46,
177,2021/05/06 08:45:02,20.40,40.2,6.42,
178,2021/05/06 09:00:02,20.39,40.6,6.55,
179,2021/05/06 09:15:02,20.32,40.3,6.38,
180,2021/05/06 09:30:02,20.22,40.0,6.18,
181,2021/05/06 09:45:02,20.30,40.0,6.26,
182,2021/05/06 10:00:02,20.29,39.5,6.07,
183,2021/05/06 10:15:02,20.27,39.7,6.12,
184,2021/05/06 10:30:02,20.29,39.6,6.10,
185,2021/05/06 10:45:02,20.30,39.3,6.00,
186,2021/05/06 11:00:02,20.32,39.1,5.95,
187,2021/05/06 11:15:02,20.34,38.9,5.89,
188,2021/05/06 11:30:02,20.32,38.8,5.83,
189,2021/05/06 11:45:02,20.23,38.4,5.60,
190,2021/05/06 12:00:02,20.75,37.9,5.88,
191,2021/05/06 12:15:02,21.94,36.8,6.51,
192,2021/05/06 12:30:02,22.63,31.3,4.78,
193,2021/05/06 12:45:02,23.04,32.0,5.45,
194,2021/05/06 13:00:02,23.26,29.4,4.43,
195,2021/05/06 13:15:02,23.30,31.5,5.45,
196,2021/05/06 13:30:02,23.52,29.9,4.89,
197,2021/05/06 13:45:02,23.53,31.0,5.42,
198,2021/05/06 14:00:02,23.79,32.4,6.29,
199,2021/05/06 14:15:02,23.64,29.6,4.85,
200,2021/05/06 14:30:02,23.63,29.2,4.65,
201,2021/05/06 14:45:02,23.80,26.4,3.36,
202,2021/05/06 15:00:02,23.73,29.7,4.98,
203,2021/05/06 15:15:02,23.90,27.6,4.08,
204,2021/05/06 15:30:02,23.73,29.3,4.78,
205,2021/05/06 15:45:02,23.85,29.1,4.79,
206,2021/05/06 16:00:02,23.64,27.0,3.54,
207,2021/05/06 16:15:02,23.69,28.5,4.35,
208,2021/05/06 16:30:02,23.76,25.0,2.55,
209,2021/05/06 16:45:02,23.69,27.7,3.95,
210,2021/05/06 17:00:02,23.90,24.9,2.62,
211,2021/05/06 17:15:02,23.79,27.1,3.72,
212,2021/05/06 17:30:02,23.97,26.1,3.34,
213,2021/05/06 17:45:02,23.73,26.9,3.56,
214,2021/05/06 18:00:02,23.80,25.8,3.03,
215,2021/05/06 18:15:02,23.85,23.6,1.82,
216,2021/05/06 18:30:02,23.77,25.8,3.01,
217,2021/05/06 18:45:02,23.92,25.1,2.75,
218,2021/05/06 19:00:02,23.73,25.4,2.75,
219,2021/05/06 19:15:02,23.76,24.8,2.44,
220,2021/05/06 19:30:02,23.81,23.0,1.43,
221,2021/05/06 19:45:02,23.74,24.5,2.25,
222,2021/05/06 20:00:02,23.83,24.3,2.21,
223,2021/05/06 20:15:02,23.80,24.0,2.02,
224,2021/05/06 20:30:02,23.81,23.8,1.91,
225,2021/05/06 20:45:02,24.36,23.4,2.13,
226,2021/05/06 21:00:02,24.15,23.6,2.07,
227,2021/05/06 21:15:02,24.08,23.0,1.65,
228,2021/05/06 21:30:02,24.15,21.8,0.97,
229,2021/05/06 21:45:02,23.98,23.0,1.57,
230,2021/05/06 22:00:02,24.04,22.4,1.25,
231,2021/05/06 22:15:02,24.02,22.2,1.11,
232,2021/05/06 22:30:02,24.04,22.1,1.06,
233,2021/05/06 22:45:02,24.15,21.3,0.64,
234,2021/05/06 23:00:02,23.90,22.2,1.01,
235,2021/05/06 23:15:02,23.98,22.0,0.95,
236,2021/05/06 23:30:02,23.87,22.4,1.11,
237,2021/05/06 23:45:02,23.88,22.1,0.93,
238,2021/05/07 00:00:02,23.87,21.4,0.48,
239,2021/05/07 00:15:02,23.80,22.3,0.99,
240,2021/05/07 00:30:02,23.88,20.8,0.09,
241,2021/05/07 00:45:02,23.76,22.6,1.14,
242,2021/05/07 01:00:02,24.02,21.9,0.92,
243,2021/05/07 01:15:02,23.87,22.7,1.29,
244,2021/05/07 01:30:02,24.07,22.4,1.28,
245,2021/05/07 01:45:02,23.91,22.8,1.39,
246,2021/05/07 02:00:02,23.90,22.4,1.14,
247,2021/05/07 02:15:02,23.95,21.3,0.48,
248,2021/05/07 02:30:02,23.95,22.5,1.24,
249,2021/05/07 02:45:02,24.17,21.2,0.59,
250,2021/05/07 03:00:02,23.97,22.7,1.38,
251,2021/05/07 03:15:02,24.19,22.3,1.31,
252,2021/05/07 03:30:02,24.02,22.8,1.48,
253,2021/05/07 03:45:02,24.05,22.6,1.38,
254,2021/05/07 04:00:02,24.01,22.2,1.10,
255,2021/05/07 04:15:02,24.07,22.5,1.34,
256,2021/05/07 04:30:02,24.18,20.9,0.41,
257,2021/05/07 04:45:02,24.14,22.5,1.40,
258,2021/05/07 05:00:02,24.31,21.4,0.84,
259,2021/05/07 05:15:02,24.07,22.8,1.52,
260,2021/05/07 05:30:02,24.19,22.6,1.50,
261,2021/05/07 05:45:02,24.04,23.1,1.68,
262,2021/05/07 06:00:02,24.07,22.6,1.40,
263,2021/05/07 06:15:02,24.11,21.5,0.74,
264,2021/05/07 06:30:02,24.01,22.7,1.41,
265,2021/05/07 06:45:02,24.14,21.2,0.57,
266,2021/05/07 07:00:02,23.91,23.0,1.51,
267,2021/05/07 07:15:02,24.15,22.3,1.28,
268,2021/05/07 07:30:02,23.87,23.2,1.60,
269,2021/05/07 07:45:02,24.05,22.8,1.51,
270,2021/05/07 08:00:02,23.88,23.6,1.85,
271,2021/05/07 08:15:02,23.84,23.0,1.45,
272,2021/05/07 08:30:02,23.91,21.8,0.77,
273,2021/05/07 08:45:02,23.88,23.1,1.55,
274,2021/05/07 09:00:02,24.02,21.4,0.60,
275,2021/05/07 09:15:02,23.91,23.2,1.63,
276,2021/05/07 09:30:02,23.87,23.0,1.48,
277,2021/05/07 09:45:02,23.85,22.9,1.40,
278,2021/05/07 10:00:02,23.84,22.9,1.39,
279,2021/05/07 10:15:02,24.02,22.9,1.54,
280,2021/05/07 10:30:02,23.88,23.6,1.85,
281,2021/05/07 10:45:02,23.88,23.1,1.55,
282,2021/05/07 11:00:02,23.97,21.6,0.69,
283,2021/05/07 11:15:02,23.95,23.2,1.67,
284,2021/05/07 11:30:02,24.14,21.6,0.83,
285,2021/05/07 11:45:02,24.00,23.5,1.89,
286,2021/05/07 12:00:02,24.21,22.9,1.70,
287,2021/05/07 12:15:02,24.01,23.9,2.13,
288,2021/05/07 12:30:02,24.07,23.4,1.89,
289,2021/05/07 12:45:02,24.29,22.9,1.77,
290,2021/05/07 13:00:02,24.18,23.4,1.98,
291,2021/05/07 13:15:02,24.21,21.8,1.02,
292,2021/05/07 13:30:02,24.09,23.9,2.20,
293,2021/05/07 13:45:02,24.34,22.5,1.56,
294,2021/05/07 14:00:02,24.18,24.2,2.45,
295,2021/05/07 14:15:02,24.31,23.7,2.27,
296,2021/05/07 14:30:02,24.01,24.7,2.60,
297,2021/05/07 14:45:02,24.04,24.1,2.27,
298,2021/05/07 15:00:02,24.07,22.4,1.28,
299,2021/05/07 15:15:02,24.07,24.2,2.36,
300,2021/05/07 15:30:02,24.09,22.5,1.36,
301,2021/05/07 15:45:02,23.98,24.7,2.57,
302,2021/05/07 16:00:02,24.19,24.0,2.34,
303,2021/05/07 16:15:02,24.01,25.3,2.93,
304,2021/05/07 16:30:02,24.02,24.5,2.49,
305,2021/05/07 16:45:02,24.01,22.8,1.47,
306,2021/05/07 17:00:02,24.04,24.5,2.51,
307,2021/05/07 17:15:02,24.26,22.9,1.74,
308,2021/05/07 17:30:02,24.11,24.7,2.68,
309,2021/05/07 17:45:02,24.24,24.0,2.39,
310,2021/05/07 18:00:02,24.04,24.2,2.33,
311,2021/05/07 18:15:02,24.00,24.0,2.18,
312,2021/05/07 18:30:02,24.12,22.2,1.19,
313,2021/05/07 18:45:02,24.05,24.0,2.23,
314,2021/05/07 19:00:02,24.25,22.5,1.49,
315,2021/05/07 19:15:02,24.00,24.1,2.24,
316,2021/05/07 19:30:02,24.12,23.6,2.05,
317,2021/05/07 19:45:02,24.00,24.1,2.24,
318,2021/05/07 20:00:02,24.02,23.5,1.91,
319,2021/05/07 20:15:02,24.12,21.9,1.00,
320,2021/05/07 20:30:02,23.97,23.5,1.86,
321,2021/05/07 20:45:02,24.17,22.4,1.36,
322,2021/05/07 21:00:02,24.04,23.4,1.86,
323,2021/05/07 21:15:02,24.18,22.8,1.62,
324,2021/05/07 21:30:02,23.94,23.4,1.78,
325,2021/05/07 21:45:02,23.97,22.7,1.38,
326,2021/05/07 22:00:02,24.12,21.4,0.68,
327,2021/05/07 22:15:02,24.08,22.4,1.28,
328,2021/05/07 22:30:02,24.25,21.1,0.60,
329,2021/05/07 22:45:02,24.05,22.5,1.32,
330,2021/05/07 23:00:02,24.26,22.1,1.25,
331,2021/05/07 23:15:02,24.00,22.8,1.47,
332,2021/05/07 23:30:02,24.01,22.3,1.17,
333,2021/05/07 23:45:02,24.11,20.9,0.35,
334,2021/05/08 00:00:02,24.02,22.6,1.36,
335,2021/05/08 00:15:02,24.26,22.1,1.25,
336,2021/05/08 00:30:02,24.07,22.9,1.58,
337,2021/05/08 00:45:02,24.11,22.5,1.37,
338,2021/05/08 01:00:02,24.08,21.9,0.97,
339,2021/05/08 01:15:02,24.07,22.7,1.46,
340,2021/05/08 01:30:02,24.25,21.2,0.66,
341,2021/05/08 01:45:02,24.12,22.8,1.57,
342,2021/05/08 02:00:02,24.41,22.4,1.56,
343,2021/05/08 02:15:02,24.09,23.2,1.78,
344,2021/05/08 02:30:02,24.09,22.8,1.54,
345,2021/05/08 02:45:02,24.11,21.9,1.00,
346,2021/05/08 03:00:02,24.11,22.8,1.56,
347,2021/05/08 03:15:02,24.25,21.1,0.60,
348,2021/05/08 03:30:02,24.19,22.9,1.69,
349,2021/05/08 03:45:02,24.36,22.2,1.39,
350,2021/05/08 04:00:02,24.15,23.1,1.77,
351,2021/05/08 04:15:02,24.25,22.7,1.61,
352,2021/05/08 04:30:02,24.09,22.7,1.48,
353,2021/05/08 04:45:02,24.45,22.6,1.72,
354,2021/05/08 05:00:02,24.45,21.0,0.70,
355,2021/05/08 05:15:02,24.28,22.8,1.70,
356,2021/05/08 05:30:02,24.39,21.6,1.04,
357,2021/05/08 05:45:02,24.05,23.3,1.81,
358,2021/05/08 06:00:02,24.28,22.7,1.64,
359,2021/05/08 06:15:02,24.00,23.7,2.01,
360,2021/05/08 06:30:02,24.07,23.0,1.65,
361,2021/05/08 06:45:02,24.04,22.0,1.00,
362,2021/05/08 07:00:02,24.15,22.9,1.65,
363,2021/05/08 07:15:02,24.29,21.3,0.76,
364,2021/05/08 07:30:02,24.26,22.8,1.68,
365,2021/05/08 07:45:02,24.53,22.0,1.41,
366,2021/05/08 08:00:02,24.28,23.1,1.88,
367,2021/05/08 08:15:02,24.38,22.6,1.66,
368,2021/05/08 08:30:02,24.21,22.8,1.64,
369,2021/05/08 08:45:02,24.17,22.8,1.61,
370,2021/05/08 09:00:02,24.29,21.1,0.63,
371,2021/05/08 09:15:02,24.19,22.9,1.69,
372,2021/05/08 09:30:02,24.45,21.4,0.96,
373,2021/05/08 09:45:02,24.25,23.0,1.80,
374,2021/05/08 10:00:02,24.42,22.5,1.63,
375,2021/05/08 10:15:02,24.09,23.5,1.96,
376,2021/05/08 10:30:02,24.19,22.8,1.63,
377,2021/05/08 10:45:02,24.19,21.9,1.06,
378,2021/05/08 11:00:02,24.21,22.9,1.70,
379,2021/05/08 11:15:02,24.38,21.0,0.64,
380,2021/05/08 11:30:02,24.28,23.0,1.82,
381,2021/05/08 11:45:02,24.52,22.3,1.59,
382,2021/05/08 12:00:02,24.38,23.3,2.09,
383,2021/05/08 12:15:02,24.47,22.7,1.80,
384,2021/05/08 12:30:02,24.25,22.4,1.43,
385,2021/05/08 12:45:02,24.24,22.9,1.73,
386,2021/05/08 13:00:02,24.28,21.1,0.62,
387,2021/05/08 13:15:02,24.24,23.2,1.91,
388,2021/05/08 13:30:02,24.47,22.3,1.55,
389,2021/05/08 13:45:02,24.26,23.5,2.11,
390,2021/05/08 14:00:02,24.28,23.0,1.82,
391,2021/05/08 14:15:02,24.29,21.9,1.15,
392,2021/05/08 14:30:02,24.21,23.3,1.95,
393,2021/05/08 14:45:02,24.34,21.7,1.06,
394,2021/05/08 15:00:02,24.17,23.6,2.09,
395,2021/05/08 15:15:02,24.41,23.1,1.99,
396,2021/05/08 15:30:02,24.21,23.5,2.06,
397,2021/05/08 15:45:02,24.22,23.3,1.95,
398,2021/05/08 16:00:02,24.29,21.6,0.95,
399,2021/05/08 16:15:02,24.29,23.5,2.13,
400,2021/05/08 16:30:02,24.52,22.4,1.65,
401,2021/05/08 16:45:02,24.29,23.9,2.37,
402,2021/05/08 17:00:02,24.34,23.3,2.05,
403,2021/05/08 17:15:02,24.49,21.5,1.06,
404,2021/05/08 17:30:02,24.45,23.5,2.27,
405,2021/05/08 17:45:02,24.67,22.8,2.03,
406,2021/05/08 18:00:02,24.39,24.0,2.51,
407,2021/05/08 18:15:02,24.49,23.4,2.24,
408,2021/05/08 18:30:02,24.47,23.0,1.98,
409,2021/05/08 18:45:02,24.49,23.5,2.30,
410,2021/05/08 19:00:02,24.57,21.6,1.19,
411,2021/05/08 19:15:02,24.43,23.8,2.43,
412,2021/05/08 19:30:02,24.67,22.7,1.97,
413,2021/05/08 19:45:02,24.34,24.1,2.53,
414,2021/05/08 20:00:02,24.46,23.6,2.33,
415,2021/05/08 20:15:02,24.36,23.2,2.01,
416,2021/05/08 20:30:02,24.49,23.6,2.36,
417,2021/05/08 20:45:02,24.89,21.7,1.52,
418,2021/05/08 21:00:02,24.60,23.7,2.51,
419,2021/05/08 21:15:02,24.70,23.2,2.30,
420,2021/05/08 21:30:02,24.42,23.9,2.48,
421,2021/05/08 21:45:02,24.38,23.5,2.21,
422,2021/05/08 22:00:02,24.46,21.8,1.23,
423,2021/05/08 22:15:02,24.45,23.6,2.33,
424,2021/05/08 22:30:02,24.62,21.9,1.42,
425,2021/05/08 22:45:02,24.46,23.8,2.45,
426,2021/05/08 23:00:02,24.56,23.4,2.30,
427,2021/05/08 23:15:02,24.35,24.1,2.54,
428,2021/05/08 23:30:02,24.42,23.5,2.24,
429,2021/05/08 23:45:02,24.32,23.4,2.10,
430,2021/05/09 00:00:02,24.26,23.3,1.99,
431,2021/05/09 00:15:02,24.38,23.3,2.09,
432,2021/05/09 00:30:02,24.17,23.9,2.27,
433,2021/05/09 00:45:02,24.22,23.6,2.13,
434,2021/05/09 01:00:02,24.28,22.0,1.20,
435,2021/05/09 01:15:02,24.22,23.7,2.19,
436,2021/05/09 01:30:02,24.39,21.8,1.17,
437,2021/05/09 01:45:02,24.25,24.1,2.45,
438,2021/05/09 02:00:02,24.49,23.4,2.24,
439,2021/05/09 02:15:02,24.12,24.7,2.69,
440,2021/05/09 02:30:02,24.11,24.0,2.28,
441,2021/05/09 02:45:02,24.24,22.4,1.42,
442,2021/05/09 03:00:02,24.09,24.6,2.61,
443,2021/05/09 03:15:02,24.36,24.0,2.49,
444,2021/05/09 03:30:02,24.17,24.9,2.85,
445,2021/05/09 03:45:02,24.19,24.5,2.63,
446,2021/05/09 04:00:02,24.17,22.8,1.61,
447,2021/05/09 04:15:02,24.14,24.9,2.82,
448,2021/05/09 04:30:02,24.41,24.0,2.53,
449,2021/05/09 04:45:02,24.09,25.7,3.22,
450,2021/05/09 05:00:02,24.19,24.9,2.86,
451,2021/05/09 05:15:02,24.18,23.1,1.80,
452,2021/05/09 05:30:02,24.22,25.2,3.06,
453,2021/05/09 05:45:02,24.41,23.4,2.17,
454,2021/05/09 06:00:02,24.24,25.7,3.35,
455,2021/05/09 06:15:02,24.39,25.1,3.14,
456,2021/05/09 06:30:02,24.11,25.6,3.19,
457,2021/05/09 06:45:02,24.12,25.8,3.31,
458,2021/05/09 07:00:02,24.12,23.4,1.93,
459,2021/05/09 07:15:02,24.11,26.3,3.57,
460,2021/05/09 07:30:02,24.28,23.9,2.36,
461,2021/05/09 07:45:02,24.09,26.8,3.82,
462,2021/05/09 08:00:02,24.28,26.1,3.60,
463,2021/05/09 08:15:02,24.09,25.8,3.28,
464,2021/05/09 08:30:02,24.08,26.6,3.70,
465,2021/05/09 08:45:02,24.12,23.7,2.11,
466,2021/05/09 09:00:02,24.01,27.0,3.86,
467,2021/05/09 09:15:02,24.17,24.5,2.62,
468,2021/05/09 09:30:02,23.92,27.4,3.99,
469,2021/05/09 09:45:02,24.24,27.0,4.05,
470,2021/05/09 10:00:02,24.12,25.9,3.36,
471,2021/05/09 10:15:02,24.12,26.8,3.85,
472,2021/05/09 10:30:02,24.22,23.8,2.25,
473,2021/05/09 10:45:02,24.19,27.5,4.27,
474,2021/05/09 11:00:02,24.36,27.0,4.16,
475,2021/05/09 11:15:02,24.08,26.7,3.76,
476,2021/05/09 11:30:02,24.07,28.1,4.48,
477,2021/05/09 11:45:02,24.04,24.3,2.39,
478,2021/05/09 12:00:02,24.01,27.7,4.22,
479,2021/05/09 12:15:02,24.17,25.2,3.01,
480,2021/05/09 12:30:02,24.36,27.9,4.62,
481,2021/05/09 12:45:02,24.59,27.8,4.77,
482,2021/05/09 13:00:02,24.34,25.8,3.49,
483,2021/05/09 13:15:02,24.28,27.3,4.25,
484,2021/05/09 13:30:02,24.42,24.8,3.00,
485,2021/05/09 13:45:02,24.36,28.0,4.67,
486,2021/05/09 14:00:02,24.36,28.0,4.67,
487,2021/05/09 14:15:02,24.32,25.0,3.03,
488,2021/05/09 14:30:02,24.32,27.6,4.43,
489,2021/05/09 14:45:02,24.43,26.6,4.00,
490,2021/05/09 15:00:02,24.21,28.1,4.60,
491,2021/05/09 15:15:02,24.26,27.0,4.07,
492,2021/05/09 15:30:02,24.45,25.4,3.36,
